,"
UF","
Código do Município","
Município",Fevereiro/2025,Pop IBGE 2024,%,
,TO,172020,To-Sao Miguel do Tocantins,215,13.939,"1,54%",
,TO,172025,To-Sao Salvador do Tocantins,132,2.385,"5,53%",
,TO,172030,To-Sao Sebastiao do Tocantins,112,4.189,"2,67%",
,TO,172049,To-Sao Valerio da Natividade,243,4.547,"5,34%",
,TO,172065,To-Silvanopolis,630,5.252,"12,00%",
,TO,172080,To-Sitio Novo do Tocantins,291,11.334,"2,57%",
,TO,172085,To-Sucupira,192,1.599,"12,01%",
,TO,172090,To-Taguatinga,934,14.247,"6,56%",
,TO,172093,To-Taipas do Tocantins,69,2.086,"3,31%",
,TO,172097,To-Talisma,415,2.509,"16,54%",
,TO,172100,To-Palmas,110.480,323.625,"34,14%",
,TO,172110,To-Tocantinia,217,7.751,"2,80%",
,TO,172120,To-Tocantinopolis,2.095,23.203,"9,03%",
,TO,172125,To-Tupirama,258,2.003,"12,88%",
,TO,172130,To-Tupiratins,79,1.897,"4,16%",
,TO,172208,To-Wanderlandia,637,10.751,"5,93%",
,TO,172210,To-Xambioa,1.267,10.683,"11,86%",
,MA,210005,Ma-Acailandia,18.413,110.506,"16,66%",
,MA,210010,Ma-Afonso Cunha,125,6.296,"1,99%",
,MA,210015,Ma-Agua Doce do Maranhao,77,12.446,"0,62%",
,MA,210020,Ma-Alcantara,82,18.774,"0,44%",
,MA,210030,Ma-Aldeias Altas,2.030,23.782,"8,54%",
,MA,210040,Ma-Altamira do Maranhao,161,6.565,"2,45%",
,MA,210043,Ma-Alto Alegre do Maranhao,1.242,24.543,"5,06%",
,MA,210047,Ma-Alto Alegre do Pindare,1.100,26.411,"4,16%",
,MA,210050,Ma-Alto Parnaiba,1.351,11.382,"11,87%",
,MA,210055,Ma-Amapa do Maranhao,217,7.364,"2,95%",
,MA,210060,Ma-Amarante do Maranhao,788,38.333,"2,06%",
,MA,210070,Ma-Anajatuba,237,26.221,"0,90%",
,MA,210080,Ma-Anapurus,409,14.111,"2,90%",
,MA,210083,Ma-Apicum-Acu,91,17.984,"0,51%",
,MA,210087,Ma-Araguana,28,11.347,"0,25%",
,MA,210090,Ma-Araioses,340,40.278,"0,84%",
,MA,210095,Ma-Arame,263,26.191,"1,00%",
,MA,210100,Ma-Arari,989,30.521,"3,24%",
,MA,210110,Ma-Axixa,263,12.079,"2,18%",
,MA,210120,Ma-Bacabal,8.811,107.620,"8,19%",
,MA,210125,Ma-Bacabeira,1.060,17.414,"6,09%",
,MA,210130,Ma-Bacuri,55,16.610,"0,33%",
,MA,210135,Ma-Bacurituba,-74,5.374,"-1,38%",
,MA,210140,Ma-Balsas,25.066,106.094,"23,63%",
,MA,210150,Ma-Barao de Grajau,1.421,19.458,"7,30%",
,MA,210160,Ma-Barra do Corda,5.689,87.672,"6,49%",
,MA,210170,Ma-Barreirinhas,3.331,67.999,"4,90%",
,MA,210173,Ma-Belagua,65,8.716,"0,75%",
,MA,210177,Ma-Bela Vista do Maranhao,356,12.073,"2,95%",
,MA,210180,Ma-Benedito Leite,136,5.597,"2,43%",
,MA,210190,Ma-Bequimao,148,19.983,"0,74%",
,MA,210193,Ma-Bernardo do Mearim,146,5.983,"2,44%",
,MA,210197,Ma-Boa Vista do Gurupi,48,7.769,"0,62%",
,MA,210200,Ma-Bom Jardim,566,34.035,"1,66%",
,MA,210203,Ma-Bom Jesus das Selvas,884,29.588,"2,99%",
,MA,210207,Ma-Bom Lugar,104,12.414,"0,84%",
,MA,210210,Ma-Brejo,831,35.322,"2,35%",
,MA,210215,Ma-Brejo de Areia,492,9.387,"5,24%",
,MA,210220,Ma-Buriti,289,30.799,"0,94%",
,MA,210230,Ma-Buriti Bravo,370,22.940,"1,61%",
,MA,210232,Ma-Buriticupu,2.934,56.896,"5,16%",
,MA,210235,Ma-Buritirana,115,13.157,"0,87%",
,MA,210237,Ma-Cachoeira Grande,14,10.004,"0,14%",
,MA,210240,Ma-Cajapio,276,10.342,"2,67%",
,MA,210250,Ma-Cajari,44,16.711,"0,26%",
,MA,210255,Ma-Campestre do Maranhao,1.082,12.553,"8,62%",
,MA,210260,Ma-Candido Mendes,230,20.413,"1,13%",
,MA,210270,Ma-Cantanhede,140,24.976,"0,56%",
,MA,210275,Ma-Capinzal do Norte,275,11.664,"2,36%",
,MA,210280,Ma-Carolina,2.422,24.606,"9,84%",
,MA,210290,Ma-Carutapera,815,24.855,"3,28%",
,MA,210300,Ma-Caxias,11.048,163.428,"6,76%",
,MA,210310,Ma-Cedral,52,10.444,"0,50%",
,MA,210312,Ma-Central do Maranhao,582,7.233,"8,05%",
,MA,210315,Ma-Centro do Guilherme,42,12.668,"0,33%",
,MA,210317,Ma-Centro Novo do Maranhao,509,16.529,"3,08%",
,MA,210320,Ma-Chapadinha,3.540,84.202,"4,20%",
,MA,210325,Ma-Cidelandia,441,13.152,"3,35%",
,MA,210330,Ma-Codo,9.157,118.295,"7,74%",
,MA,210340,Ma-Coelho Neto,2.684,42.918,"6,25%",
,MA,210350,Ma-Colinas,3.132,41.745,"7,50%",
,MA,210355,Ma-Conceicao do Lago-Acu,71,15.264,"0,47%",
,MA,210360,Ma-Coroata,4.509,61.351,"7,35%",
,MA,210370,Ma-Cururupu,1.232,32.608,"3,78%",
,MA,210375,Ma-Davinopolis,2.607,14.788,"17,63%",
,MA,210380,Ma-Dom Pedro,775,23.579,"3,29%",7
,MA,210390,Ma-Duque Bacelar,476,10.448,"4,56%",
,MA,210400,Ma-Esperantinopolis,224,18.725,"1,20%",
,MA,210405,Ma-Estreito,2.523,34.353,"7,34%",
,MA,210407,Ma-Feira Nova do Maranhao,102,8.236,"1,24%",
,MA,210408,Ma-Fernando Falcao,77,11.184,"0,69%",
,MA,210409,Ma-Formosa da Serra Negra,776,18.133,"4,28%",
,MA,210410,Ma-Fortaleza dos Nogueiras,647,12.951,"5,00%",
,MA,210420,Ma-Fortuna,147,17.346,"0,85%",
,MA,210430,Ma-Godofredo Viana,1.033,10.422,"9,91%",
,MA,210440,Ma-Goncalves Dias,610,17.579,"3,47%",8
,MA,210450,Ma-Governador Archer,126,10.472,"1,20%",
,MA,210455,Ma-Governador Edison Lobao,2.226,18.908,"11,77%",
,MA,210460,Ma-Governador Eugenio Barros,165,14.258,"1,16%",
,MA,210462,Ma-Governador Luiz Rocha,204,7.219,"2,83%",
,MA,210465,Ma-Governador Newton Bello,66,10.981,"0,60%",
,MA,210467,Ma-Governador Nunes Freire,397,23.563,"1,68%",
,MA,210470,Ma-Graca Aranha,36,6.161,"0,58%",
,MA,210480,Ma-Grajau,6.033,76.578,"7,88%",
,MA,210490,Ma-Guimaraes,131,10.470,"1,25%",
,MA,210500,Ma-Humberto de Campos,207,26.546,"0,78%",
,MA,210510,Ma-Icatu,141,25.332,"0,56%",
,MA,210515,Ma-Igarape do Meio,895,14.350,"6,24%",
,MA,210520,Ma-Igarape Grande,194,10.463,"1,85%",
,MA,210530,Ma-Imperatriz,59.997,285.146,"21,04%",
,MA,210535,Ma-Itaipava do Grajau,85,14.143,"0,60%",
,MA,210540,Ma-Itapecuru Mirim,3.405,62.269,"5,47%",
,MA,210542,Ma-Itinga do Maranhao,2.235,22.934,"9,75%",9
,MA,210545,Ma-Jatoba,27,7.610,"0,35%",
,MA,210547,Ma-Jenipapo dos Vieiras,34,17.499,"0,19%",
,MA,210550,Ma-Joao Lisboa,2.037,25.287,"8,06%",
,MA,210560,Ma-Joselandia,102,15.235,"0,67%",
,MA,210565,Ma-Junco do Maranhao,23,5.275,"0,44%",
,MA,210570,Ma-Lago da Pedra,1.785,45.875,"3,89%",
,MA,210580,Ma-Lago do Junco,145,9.700,"1,49%",
,MA,210590,Ma-Lago Verde,131,15.077,"0,87%",
,MA,210592,Ma-Lagoa do Mato,144,10.809,"1,33%",
,MA,210594,Ma-Lago dos Rodrigues,160,8.961,"1,79%",
,MA,210596,Ma-Lagoa Grande do Maranhao,30,11.710,"0,26%",
,MA,210598,Ma-Lajeado Novo,164,7.227,"2,27%",
,MA,210600,Ma-Lima Campos,220,11.558,"1,90%",
,MA,210610,Ma-Loreto,1.025,11.876,"8,63%",
,MA,210620,Ma-Luis Domingues,95,7.351,"1,29%",
,MA,210630,Ma-Magalhaes de Almeida,235,14.001,"1,68%",
,MA,210632,Ma-Maracacume,284,21.686,"1,31%",
,MA,210635,Ma-Maraja do Sena,18,7.165,"0,25%",
,MA,210637,Ma-Maranhaozinho,40,14.086,"0,28%",
,MA,210640,Ma-Mata Roma,220,17.537,"1,25%",
,MA,210650,Ma-Matinha,316,22.530,"1,40%",
,MA,210660,Ma-Matoes,437,33.300,"1,31%",
,MA,210663,Ma-Matoes do Norte,43,17.945,"0,24%",
,MA,210667,Ma-Milagres do Maranhao,54,9.048,"0,60%",
,MA,210670,Ma-Mirador,568,21.518,"2,64%",
,MA,210675,Ma-Miranda do Norte,572,24.377,"2,35%",
,MA,210680,Ma-Mirinzal,199,14.297,"1,39%",
,MA,210690,Ma-Moncao,909,28.606,"3,18%",
,MA,210700,Ma-Montes Altos,118,9.309,"1,27%",
,MA,210710,Ma-Morros,439,18.994,"2,31%",
,MA,210720,Ma-Nina Rodrigues,479,14.551,"3,29%",
,MA,210725,Ma-Nova Colinas,96,5.144,"1,87%",
,MA,210730,Ma-Nova Iorque,113,4.412,"2,56%",
,MA,210735,Ma-Nova Olinda do Maranhao,124,14.468,"0,86%",
,MA,210740,Ma-Olho D Agua das Cunhas,280,18.295,"1,53%",
,MA,210745,Ma-Olinda Nova do Maranhao,428,13.909,"3,08%",
,MA,210750,Ma-Paco do Lumiar,8.591,152.306,"5,64%",
,MA,210760,Ma-Palmeirandia,113,21.606,"0,52%",
,MA,210770,Ma-Paraibano,291,18.619,"1,56%",
,MA,210780,Ma-Parnarama,1.571,32.256,"4,87%",
,MA,210790,Ma-Passagem Franca,554,17.592,"3,15%",
,MA,210800,Ma-Pastos Bons,1.208,19.246,"6,28%",
,MA,210805,Ma-Paulino Neves,179,17.523,"1,02%",
,MA,210810,Ma-Paulo Ramos,265,20.792,"1,27%",
,MA,210820,Ma-Pedreiras,3.928,38.267,"10,26%",
,MA,210825,Ma-Pedro do Rosario,61,24.917,"0,24%",
,MA,210830,Ma-Penalva,942,33.534,"2,81%",
,MA,210840,Ma-Peri Mirim,137,11.277,"1,21%",
,MA,210845,Ma-Peritoro,902,20.910,"4,31%",
,MA,210850,Ma-Pindare Mirim,1.792,32.521,"5,51%",
,MA,210860,Ma-Pinheiro,4.525,87.919,"5,15%",
,MA,210870,Ma-Pio Xii,1.426,22.369,"6,37%",
,MA,210880,Ma-Pirapemas,76,18.120,"0,42%",
,MA,210890,Ma-Pocao de Pedras,128,17.444,"0,73%",
,MA,210900,Ma-Porto Franco,2.063,24.517,"8,41%",
,MA,210905,Ma-Porto Rico do Maranhao,16,6.091,"0,26%",
,MA,210910,Ma-Presidente Dutra,5.050,46.578,"10,84%",
,MA,210920,Ma-Presidente Juscelino,98,11.616,"0,84%",
,MA,210923,Ma-Presidente Medici,112,4.748,"2,36%",
,MA,210927,Ma-Presidente Sarney,69,17.913,"0,39%",
,MA,210930,Ma-Presidente Vargas,35,10.791,"0,32%",
,MA,210940,Ma-Primeira Cruz,61,13.922,"0,44%",
,MA,210945,Ma-Raposa,1.561,32.054,"4,87%",
,MA,210950,Ma-Riachao,1.357,22.699,"5,98%",
,MA,210955,Ma-Ribamar Fiquene,459,7.597,"6,04%",
,MA,210960,Ma-Rosario,1.904,39.763,"4,79%",
,MA,210970,Ma-Sambaiba,908,5.701,"15,93%",
,MA,210975,Ma-Santa Filomena do Maranhao,74,6.839,"1,08%",
,MA,210980,Ma-Santa Helena,631,43.112,"1,46%",
,MA,210990,Ma-Santa Ines,10.692,88.167,"12,13%",
,MA,211000,Ma-Santa Luzia,1.577,59.037,"2,67%",
,MA,211003,Ma-Santa Luzia do Parua,769,24.870,"3,09%",
,MA,211010,Ma-Santa Quiteria do Maranhao,416,24.489,"1,70%",
,MA,211020,Ma-Santa Rita,841,38.446,"2,19%",
,MA,211023,Ma-Santana do Maranhao,79,10.777,"0,73%",
,MA,211027,Ma-Santo Amaro do Maranhao,167,14.280,"1,17%",
,MA,211030,Ma-Santo Antonio dos Lopes,808,14.623,"5,53%",
,MA,211040,Ma-Sao Benedito do Rio Preto,224,18.793,"1,19%",
,MA,211050,Ma-Sao Bento,784,48.036,"1,63%",
,MA,211060,Ma-Sao Bernardo,791,27.887,"2,84%",
,MA,211065,Ma-Sao Domingos do Azeitao,592,8.213,"7,21%",
,MA,211070,Ma-Sao Domingos do Maranhao,1.893,35.221,"5,37%",
,MA,211080,Ma-Sao Felix de Balsas,405,4.495,"9,01%",
,MA,211085,Ma-Sao Francisco do Brejao,234,9.222,"2,54%",
,MA,211090,Ma-Sao Francisco do Maranhao,67,12.353,"0,54%",
,MA,211100,Ma-Sao Joao Batista,406,18.909,"2,15%",
,MA,211102,Ma-Sao Joao do Caru,75,12.421,"0,60%",
,MA,211105,Ma-Sao Joao do Paraiso,201,10.105,"1,99%",
,MA,211107,Ma-Sao Joao do Soter,118,17.254,"0,68%",
,MA,211110,Ma-Sao Joao dos Patos,1.761,25.891,"6,80%",
,MA,211120,Ma-Sao Jose de Ribamar,17.735,257.414,"6,89%",
,MA,211125,Ma-Sao Jose dos Basilios,68,7.102,"0,96%",
,MA,211130,Ma-Sao Luis,319.273,1.088.057,"29,34%",
,MA,211140,Ma-Sao Luis Gonzaga do Maranhao,183,18.153,"1,01%",
,MA,211150,Ma-Sao Mateus do Maranhao,1.399,40.160,"3,48%",
,MA,211153,Ma-Sao Pedro da Agua Branca,353,14.736,"2,40%",
,MA,211157,Ma-Sao Pedro dos Crentes,120,5.965,"2,01%",
,MA,211160,Ma-Sao Raimundo das Mangabeiras,2.624,19.129,"13,72%",
,MA,211163,Ma-Sao Raimundo do Doca Bezerra,70,5.767,"1,21%",
,MA,211167,Ma-Sao Roberto,173,4.602,"3,76%",
,MA,211170,Ma-Sao Vicente Ferrer,507,19.885,"2,55%",
,MA,211172,Ma-Satubinha,94,8.880,"1,06%",
,MA,211174,Ma-Senador Alexandre Costa,271,10.445,"2,59%",
,MA,211176,Ma-Senador La Rocque,332,15.035,"2,21%",10
,MA,211178,Ma-Serrano do Maranhao,24,10.461,"0,23%",
,MA,211180,Ma-Sitio Novo,311,17.457,"1,78%",
,MA,211190,Ma-Sucupira do Norte,315,10.471,"3,01%",
,MA,211195,Ma-Sucupira do Riachao,54,5.088,"1,06%",
,MA,211200,Ma-Tasso Fragoso,2.090,9.106,"22,95%",
,MA,211210,Ma-Timbiras,1.171,27.344,"4,28%",
,MA,211220,Ma-Timon,15.031,182.241,"8,25%",
,MA,211223,Ma-Trizidela do Vale,849,23.052,"3,68%",
,MA,211227,Ma-Tufilandia,660,5.633,"11,72%",
,MA,211230,Ma-Tuntum,745,37.401,"1,99%",
,MA,211240,Ma-Turiacu,183,38.905,"0,47%",
,MA,211245,Ma-Turilandia,81,33.032,"0,25%",
,MA,211250,Ma-Tutoia,1.673,55.041,"3,04%",
,MA,211260,Ma-Urbano Santos,1.305,34.060,"3,83%",
,MA,211270,Ma-Vargem Grande,1.124,44.540,"2,52%",
,MA,211280,Ma-Viana,1.699,53.115,"3,20%",
,MA,211285,Ma-Vila Nova dos Martirios,902,10.575,"8,53%",
,MA,211290,Ma-Vitoria do Mearim,534,31.851,"1,68%",
,MA,211300,Ma-Vitorino Freire,983,31.906,"3,08%",
,MA,211400,Ma-Ze Doca,2.798,41.943,"6,67%",
,PI,220005,Pi-Acaua,106,6.515,"1,63%",
,PI,220010,Pi-Agricolandia,87,5.023,"1,73%",
,PI,220020,Pi-Agua Branca,1.608,18.033,"8,92%",
,PI,220025,Pi-Alagoinha do Piaui,40,6.901,"0,58%",
,PI,220027,Pi-Alegrete do Piaui,28,4.713,"0,59%",
,PI,220030,Pi-Alto Longa,577,13.734,"4,20%",
,PI,220040,Pi-Altos,2.778,49.637,"5,60%",
,PI,220045,Pi-Alvorada do Gurgueia,481,5.459,"8,81%",
,PI,220050,Pi-Amarante,425,17.577,"2,42%",
,PI,220060,Pi-Angical do Piaui,231,6.982,"3,31%",
,PI,220070,Pi-Anisio de Abreu,223,9.631,"2,32%",
,PI,220080,Pi-Antonio Almeida,360,3.228,"11,15%",
,PI,220090,Pi-Aroazes,87,5.433,"1,60%",
,PI,220095,Pi-Aroeiras do Itaim,64,2.766,"2,31%",
,PI,220100,Pi-Arraial,50,4.593,"1,09%",
,PI,220105,Pi-Assuncao do Piaui,163,7.597,"2,15%",
,PI,220110,Pi-Avelino Lopes,127,11.106,"1,14%",
,PI,220115,Pi-Baixa Grande do Ribeiro,3.779,13.838,"27,31%",
,PI,220117,Pi-Barra D Alcantara,49,4.091,"1,20%",
,PI,220120,Pi-Barras,1.416,49.533,"2,86%",
,PI,220130,Pi-Barreiras do Piaui,154,3.334,"4,62%",
,PI,220140,Pi-Barro Duro,255,6.744,"3,78%",
,PI,220150,Pi-Batalha,488,27.123,"1,80%",
,PI,220155,Pi-Bela Vista do Piaui,40,4.208,"0,95%",
,PI,220157,Pi-Belem do Piaui,117,3.508,"3,34%",
,PI,220160,Pi-Beneditinos,156,10.104,"1,54%",
,PI,220170,Pi-Bertolinia,107,5.701,"1,88%",
,PI,220173,Pi-Betania do Piaui,109,6.368,"1,71%",
,PI,220177,Pi-Boa Hora,53,7.108,"0,75%",
,PI,220180,Pi-Bocaina,31,4.131,"0,75%",
,PI,220190,Pi-Bom Jesus,4.280,30.321,"14,12%",
,PI,220191,Pi-Bom Principio do Piaui,41,5.786,"0,71%",
,PI,220192,Pi-Bonfim do Piaui,123,6.089,"2,02%",
,PI,220194,Pi-Boqueirao do Piaui,36,6.728,"0,54%",
,PI,220196,Pi-Brasileira,128,8.658,"1,48%",
,PI,220198,Pi-Brejo do Piaui,35,3.969,"0,88%",
,PI,220200,Pi-Buriti dos Lopes,710,20.096,"3,53%",
,PI,220202,Pi-Buriti dos Montes,84,7.538,"1,11%",
,PI,220205,Pi-Cabeceiras do Piaui,121,10.449,"1,16%",
,PI,220207,Pi-Cajazeiras do Piaui,41,3.146,"1,30%",
,PI,220208,Pi-Cajueiro da Praia,1.114,8.203,"13,58%",
,PI,220209,Pi-Caldeirao Grande do Piaui,33,5.605,"0,59%",
,PI,220210,Pi-Campinas do Piaui,51,4.988,"1,02%",
,PI,220211,Pi-Campo Alegre do Fidalgo,62,4.701,"1,32%",
,PI,220213,Pi-Campo Grande do Piaui,41,6.188,"0,66%",
,PI,220217,Pi-Campo Largo do Piaui,42,7.636,"0,55%",
,PI,220220,Pi-Campo Maior,3.875,47.074,"8,23%",
,PI,220225,Pi-Canavieira,39,3.429,"1,14%",
,PI,220230,Pi-Canto do Buriti,628,19.669,"3,19%",
,PI,220240,Pi-Capitao de Campos,213,11.347,"1,88%",
,PI,220245,Pi-Capitao Gervasio Oliveira,383,4.065,"9,42%",
,PI,220250,Pi-Caracol,316,10.538,"3,00%",11
,PI,220253,Pi-Caraubas do Piaui,90,5.755,"1,56%",
,PI,220255,Pi-Caridade do Piaui,26,5.162,"0,50%",
,PI,220260,Pi-Castelo do Piaui,593,19.663,"3,02%",
,PI,220265,Pi-Caxingo,80,5.657,"1,41%",
,PI,220270,Pi-Cocal,557,29.209,"1,91%",
,PI,220271,Pi-Cocal de Telha,94,5.034,"1,87%",
,PI,220272,Pi-Cocal dos Alves,18,6.569,"0,27%",
,PI,220273,Pi-Coivaras,88,4.233,"2,08%",
,PI,220275,Pi-Colonia do Gurgueia,166,6.287,"2,64%",
,PI,220277,Pi-Colonia do Piaui,60,7.088,"0,85%",
,PI,220280,Pi-Conceicao do Caninde,49,5.063,"0,97%",
,PI,220285,Pi-Coronel Jose Dias,155,4.305,"3,60%",
,PI,220290,Pi-Corrente,2.245,28.275,"7,94%",
,PI,220300,Pi-Cristalandia do Piaui,91,7.454,"1,22%",
,PI,220310,Pi-Cristino Castro,649,10.772,"6,02%",
,PI,220320,Pi-Curimata,256,11.552,"2,22%",
,PI,220323,Pi-Currais,484,4.968,"9,74%",
,PI,220325,Pi-Curralinhos,83,4.527,"1,83%",
,PI,220327,Pi-Curral Novo do Piaui,8,5.185,"0,15%",
,PI,220330,Pi-Demerval Lobao,814,16.998,"4,79%",
,PI,220335,Pi-Dirceu Arcoverde,322,7.238,"4,45%",
,PI,220340,Pi-Dom Expedito Lopes,175,6.421,"2,73%",12
,PI,220342,Pi-Domingos Mourao,-51,4.138,"-1,23%",
,PI,220345,Pi-Dom Inocencio,133,9.335,"1,42%",
,PI,220350,Pi-Elesbao Veloso,1.007,13.786,"7,30%",
,PI,220360,Pi-Eliseu Martins,100,4.435,"2,25%",
,PI,220370,Pi-Esperantina,1.980,42.510,"4,66%",
,PI,220375,Pi-Fartura do Piaui,364,5.414,"6,72%",
,PI,220380,Pi-Flores do Piaui,60,4.508,"1,33%",13
,PI,220385,Pi-Floresta do Piaui,12,2.364,"0,51%",14
,PI,220390,Pi-Floriano,10.634,64.150,"16,58%",
,PI,220400,Pi-Francinopolis,65,4.517,"1,44%",
,PI,220410,Pi-Francisco Ayres,146,4.494,"3,25%",
,PI,220415,Pi-Francisco Macedo,16,2.986,"0,54%",
,PI,220420,Pi-Francisco Santos,57,8.366,"0,68%",
,PI,220430,Pi-Fronteiras,371,10.382,"3,57%",15
,PI,220435,Pi-Geminiano,55,5.587,"0,98%",
,PI,220440,Pi-Gilbues,523,11.166,"4,68%",
,PI,220450,Pi-Guadalupe,686,10.478,"6,55%",
,PI,220455,Pi-Guaribas,87,4.350,"2,00%",
,PI,220460,Pi-Hugo Napoleao,43,3.562,"1,21%",
,PI,220465,Pi-Ilha Grande,221,9.501,"2,33%",
,PI,220470,Pi-Inhuma,431,15.259,"2,82%",
,PI,220480,Pi-Ipiranga do Piaui,133,9.620,"1,38%",
,PI,220490,Pi-Isaias Coelho,123,7.886,"1,56%",
,PI,220500,Pi-Itainopolis,106,10.980,"0,97%",
,PI,220510,Pi-Itaueira,245,10.493,"2,33%",
,PI,220515,Pi-Jacobina do Piaui,104,5.715,"1,82%",
,PI,220520,Pi-Jaicos,384,17.811,"2,16%",
,PI,220525,Pi-Jardim do Mulato,21,4.251,"0,49%",
,PI,220527,Pi-Jatoba do Piaui,26,4.568,"0,57%",
,PI,220530,Pi-Jerumenha,119,4.600,"2,59%",
,PI,220535,Pi-Joao Costa,42,3.031,"1,39%",
,PI,220540,Pi-Joaquim Pires,380,14.175,"2,68%",
,PI,220545,Pi-Joca Marques,6,5.535,"0,11%",
,PI,220550,Pi-Jose de Freitas,2.125,44.391,"4,79%",
,PI,220551,Pi-Juazeiro do Piaui,101,5.311,"1,90%",
,PI,220552,Pi-Julio Borges,152,5.499,"2,76%",
,PI,220553,Pi-Jurema,148,4.505,"3,29%",
,PI,220554,Pi-Lagoinha do Piaui,71,3.029,"2,34%",
,PI,220555,Pi-Lagoa Alegre,112,8.449,"1,33%",16
,PI,220556,Pi-Lagoa do Barro do Piaui,264,5.146,"5,13%",
,PI,220557,Pi-Lagoa de Sao Francisco,35,6.449,"0,54%",
,PI,220558,Pi-Lagoa do Piaui,258,5.009,"5,15%",
,PI,220559,Pi-Lagoa do Sitio,31,4.575,"0,68%",
,PI,220560,Pi-Landri Sales,110,5.311,"2,07%",
,PI,220570,Pi-Luis Correia,1.575,31.775,"4,96%",
,PI,220580,Pi-Luzilandia,596,26.204,"2,27%",
,PI,220585,Pi-Madeiro,28,8.218,"0,34%",
,PI,220590,Pi-Manoel Emidio,148,5.314,"2,79%",
,PI,220595,Pi-Marcolandia,384,8.783,"4,37%",
,PI,220600,Pi-Marcos Parente,98,4.848,"2,02%",
,PI,220605,Pi-Massape do Piaui,40,5.215,"0,77%",
,PI,220610,Pi-Matias Olimpio,138,10.875,"1,27%",
,PI,220620,Pi-Miguel Alves,536,33.071,"1,62%",
,PI,220630,Pi-Miguel Leao,143,1.352,"10,58%",
,PI,220635,Pi-Milton Brandao,19,6.678,"0,28%",
,PI,220640,Pi-Monsenhor Gil,381,10.455,"3,64%",
,PI,220650,Pi-Monsenhor Hipolito,37,7.751,"0,48%",
,PI,220660,Pi-Monte Alegre do Piaui,974,10.910,"8,93%",
,PI,220665,Pi-Morro Cabeca no Tempo,85,4.458,"1,91%",
,PI,220667,Pi-Morro do Chapeu do Piaui,32,6.547,"0,49%",
,PI,220669,Pi-Murici dos Portelas,72,10.139,"0,71%",
,PI,220670,Pi-Nazare do Piaui,167,6.729,"2,48%",
,PI,220672,Pi-Nazaria,840,10.706,"7,85%",
,PI,220675,Pi-Nossa Senhora de Nazare,107,5.406,"1,98%",
,PI,220680,Pi-Nossa Senhora dos Remedios,53,8.732,"0,61%",
,PI,220690,Pi-Novo Oriente do Piaui,39,6.178,"0,63%",
,PI,220695,Pi-Novo Santo Antonio,21,2.886,"0,73%",
,PI,220700,Pi-Oeiras,3.279,39.545,"8,29%",
,PI,220710,Pi-Olho D Agua do Piaui,15,2.725,"0,55%",
,PI,220720,Pi-Padre Marcos,125,6.481,"1,93%",
,PI,220730,Pi-Paes Landim,50,4.174,"1,20%",
,PI,220735,Pi-Pajeu do Piaui,793,3.041,"26,08%",
,PI,220740,Pi-Palmeira do Piaui,210,5.048,"4,16%",
,PI,220750,Pi-Palmeirais,180,13.480,"1,34%",
,PI,220755,Pi-Paqueta,16,3.878,"0,41%",
,PI,220760,Pi-Parnagua,216,10.289,"2,10%",
,PI,220770,Pi-Parnaiba,23.148,169.552,"13,65%",
,PI,220775,Pi-Passagem Franca do Piaui,33,4.220,"0,78%",
,PI,220777,Pi-Patos do Piaui,93,5.461,"1,70%",
,PI,220779,Pi-Pau D Arco do Piaui,65,3.972,"1,64%",
,PI,220780,Pi-Paulistana,967,21.601,"4,48%",
,PI,220785,Pi-Pavussu,48,3.698,"1,30%",
,PI,220790,Pi-Pedro Ii,1.303,39.039,"3,34%",
,PI,220793,Pi-Pedro Laurentino,22,2.514,"0,88%",
,PI,220795,Pi-Nova Santa Rita,10,4.147,"0,24%",
,PI,220800,Pi-Picos,13.379,86.228,"15,52%",
,PI,220810,Pi-Pimenteiras,163,11.528,"1,41%",
,PI,220820,Pi-Pio Ix,269,17.947,"1,50%",
,PI,220830,Pi-Piracuruca,1.572,29.849,"5,27%",
,PI,220840,Pi-Piripiri,5.080,67.676,"7,51%",
,PI,220850,Pi-Porto,237,12.312,"1,92%",
,PI,220855,Pi-Porto Alegre do Piaui,33,2.391,"1,38%",
,PI,220860,Pi-Prata do Piaui,47,3.098,"1,52%",
,PI,220865,Pi-Queimada Nova,320,8.936,"3,58%",
,PI,220870,Pi-Redencao do Gurgueia,122,8.563,"1,42%",
,PI,220880,Pi-Regeneracao,867,17.418,"4,98%",
,PI,220885,Pi-Riacho Frio,37,4.241,"0,87%",
,PI,220887,Pi-Ribeira do Piaui,152,4.114,"3,69%",
,PI,220890,Pi-Ribeiro Goncalves,1.241,6.215,"19,97%",
,PI,220900,Pi-Rio Grande do Piaui,108,5.868,"1,84%",
,PI,220910,Pi-Santa Cruz do Piaui,123,5.928,"2,07%",
,PI,220915,Pi-Santa Cruz dos Milagres,52,3.466,"1,50%",
,PI,220920,Pi-Santa Filomena,1.056,6.209,"17,01%",
,PI,220930,Pi-Santa Luz,470,5.425,"8,66%",
,PI,220935,Pi-Santana do Piaui,24,4.174,"0,57%",
,PI,220937,Pi-Santa Rosa do Piaui,117,4.690,"2,49%",
,PI,220940,Pi-Santo Antonio de Lisboa,143,5.938,"2,41%",
,PI,220945,Pi-Santo Antonio dos Milagres,3,2.189,"0,14%",
,PI,220950,Pi-Santo Inacio do Piaui,62,3.719,"1,67%",
