codigo_ibge,UF-Município,anomes_s,qtd_pes_pob,qtd_pes_baixa_renda,qtd_pes_acima_meio_sm,total,pop. IBGE 2024,% no cad unico,% pobreza
160040,Ap-Mazagao,202503,17071,3330,2280,22681,23.575,"96,21%","72,41%"
160050,Ap-Oiapoque,202503,16791,3225,2633,22649,30.481,"74,31%","55,09%"
160053,Ap-Porto Grande,202503,10556,2457,2125,15138,18.988,"79,72%","55,59%"
160055,Ap-Pracuuba,202503,3622,311,370,4303,4.042,"106,46%","89,61%"
160060,Ap-Santana,202503,50430,14920,11522,76872,118.353,"64,95%","42,61%"
160070,Ap-Tartarugalzinho,202503,9307,1760,1722,12789,13.785,"92,77%","67,52%"
160080,Ap-Vitoria do Jari,202503,8164,873,857,9894,11.922,"82,99%","68,48%"
170025,To-Abreulandia,202503,571,600,844,2015,2.668,"75,52%","21,40%"
170030,To-Aguiarnopolis,202503,1201,1199,1081,3481,4.537,"76,72%","26,47%"
170035,To-Alianca do Tocantins,202503,1599,954,1138,3691,5.222,"70,68%","30,62%"
170040,To-Almas,202503,2545,1463,1463,5471,6.542,"83,63%","38,90%"
170070,To-Alvorada,202503,2478,1254,1570,5302,9.094,"58,30%","27,25%"
170100,To-Ananas,202503,4016,1584,1703,7303,10.662,"68,50%","37,67%"
170105,To-Angico,202503,525,753,756,2034,2.918,"69,71%","17,99%"
170110,To-Aparecida do Rio Negro,202503,1442,1096,903,3441,5.067,"67,91%","28,46%"
170130,To-Aragominas,202503,1959,932,1275,4166,5.360,"77,72%","36,55%"
170190,To-Araguacema,202503,1982,1231,1097,4310,6.039,"71,37%","32,82%"
170200,To-Araguacu,202503,1500,1335,1737,4572,8.273,"55,26%","18,13%"
170210,To-Araguaina,202503,25366,31966,25327,82659,181.493,"45,54%","13,98%"
170215,To-Araguana,202503,1592,895,784,3271,4.338,"75,40%","36,70%"
170220,To-Araguatins,202503,9416,6073,3964,19453,33.205,"58,58%","28,36%"
170230,To-Arapoema,202503,1766,1007,1110,3883,5.553,"69,93%","31,80%"
170240,To-Arraias,202503,4448,1673,2258,8379,10.522,"79,63%","42,27%"
170255,To-Augustinopolis,202503,5395,3047,2675,11117,18.128,"61,33%","29,76%"
170270,To-Aurora do Tocantins,202503,1140,526,626,2292,3.420,"67,02%","33,33%"
170290,To-Axixa do Tocantins,202503,6184,1544,1380,9108,10.663,"85,42%","57,99%"
170300,To-Babaculandia,202503,3013,1185,1270,5468,7.779,"70,29%","38,73%"
170305,To-Bandeirantes do Tocantins,202503,925,524,705,2154,3.534,"60,95%","26,17%"
170307,To-Barra do Ouro,202503,1839,1181,759,3779,4.641,"81,43%","39,63%"
170310,To-Barrolandia,202503,1710,1094,1291,4095,4.915,"83,32%","34,79%"
170320,To-Bernardo Sayao,202503,1251,787,877,2915,4.316,"67,54%","28,99%"
170330,To-Bom Jesus do Tocantins,202503,2176,780,592,3548,4.181,"84,86%","52,04%"
170360,To-Brasilandia do Tocantins,202503,691,480,515,1686,2.016,"83,63%","34,28%"
170370,To-Brejinho de Nazare,202503,1704,829,986,3519,4.796,"73,37%","35,53%"
170380,To-Buriti do Tocantins,202503,2729,1529,1306,5564,10.654,"52,22%","25,61%"
170382,To-Cachoeirinha,202503,790,442,488,1720,1.991,"86,39%","39,68%"
170384,To-Campos Lindos,202503,2793,1912,1362,6067,8.951,"67,78%","31,20%"
170386,To-Cariri do Tocantins,202503,700,773,1222,2695,4.147,"64,99%","16,88%"
170388,To-Carmolandia,202503,933,537,534,2004,2.246,"89,23%","41,54%"
170389,To-Carrasco Bonito,202503,1450,767,602,2819,3.362,"83,85%","43,13%"
170390,To-Caseara,202503,2092,834,980,3906,5.009,"77,98%","41,76%"
170410,To-Centenario,202503,739,356,499,1594,2.135,"74,66%","34,61%"
170460,To-Chapada de Areia,202503,566,315,445,1326,1.563,"84,84%","36,21%"
170510,To-Chapada da Natividade,202503,1184,651,742,2577,3.182,"80,99%","37,21%"
170550,To-Colinas do Tocantins,202503,8987,5569,5109,19665,35.957,"54,69%","24,99%"
170555,To-Combinado,202503,1645,1078,941,3664,4.896,"74,84%","33,60%"
170560,To-Conceicao do Tocantins,202503,1350,840,687,2877,3.956,"72,72%","34,13%"
170600,To-Couto de Magalhaes,202503,2109,1082,1214,4405,5.515,"79,87%","38,24%"
170610,To-Cristalandia,202503,2158,903,1312,4373,6.437,"67,94%","33,52%"
170625,To-Crixas do Tocantins,202503,428,425,508,1361,1.499,"90,79%","28,55%"
170650,To-Darcinopolis,202503,2543,1097,869,4509,6.054,"74,48%","42,01%"
170700,To-Dianopolis,202503,3904,3542,3178,10624,18.031,"58,92%","21,65%"
170710,To-Divinopolis do Tocantins,202503,2302,964,1242,4508,7.297,"61,78%","31,55%"
170720,To-Dois Irmaos do Tocantins,202503,2411,1093,1316,4820,6.395,"75,37%","37,70%"
170730,To-Duere,202503,1430,722,739,2891,4.321,"66,91%","33,09%"
170740,To-Esperantina,202503,4189,1302,1378,6869,7.493,"91,67%","55,91%"
170755,To-Fatima,202503,986,665,667,2318,3.520,"65,85%","28,01%"
170765,To-Figueiropolis,202503,1285,791,897,2973,5.336,"55,72%","24,08%"
170770,To-Filadelfia,202503,3215,1138,1108,5461,7.823,"69,81%","41,10%"
170820,To-Formoso do Araguaia,202503,5423,3316,3278,12017,19.428,"61,85%","27,91%"
170825,To-Fortaleza do Tabocao,202503,1467,624,840,2931,3.676,"79,73%","39,91%"
170830,To-Goianorte,202503,1585,1020,1063,3668,4.840,"75,79%","32,75%"
170900,To-Goiatins,202503,6640,1953,1566,10159,12.816,"79,27%","51,81%"
170930,To-Guarai,202503,4972,3726,3744,12442,25.681,"48,45%","19,36%"
170950,To-Gurupi,202503,9023,13516,13270,35809,89.574,"39,98%","10,07%"
170980,To-Ipueiras,202503,451,440,462,1353,1.627,"83,16%","27,72%"
171050,To-Itacaja,202503,3570,946,921,5437,6.969,"78,02%","51,23%"
171070,To-Itaguatins,202503,2509,801,781,4091,5.206,"78,58%","48,19%"
171090,To-Itapiratins,202503,1178,826,638,2642,3.679,"71,81%","32,02%"
171110,To-Itapora do Tocantins,202503,675,420,551,1646,2.464,"66,80%","27,39%"
171150,To-Jau do Tocantins,202503,704,656,957,2317,3.403,"68,09%","20,69%"
171180,To-Juarina,202503,685,672,799,2156,2.305,"93,54%","29,72%"
171190,To-Lagoa da Confusao,202503,4346,1722,1175,7243,16.312,"44,40%","26,64%"
171195,To-Lagoa do Tocantins,202503,1257,692,691,2640,3.610,"73,13%","34,82%"
171200,To-Lajeado,202503,588,677,602,1867,3.520,"53,04%","16,70%"
171215,To-Lavandeira,202503,587,385,308,1280,1.673,"76,51%","35,09%"
171240,To-Lizarda,202503,1363,532,643,2538,2.991,"84,85%","45,57%"
171245,To-Luzinopolis,202503,799,813,695,2307,2.803,"82,30%","28,51%"
171250,To-Marianopolis do Tocantins,202503,944,832,1007,2783,4.772,"58,32%","19,78%"
171270,To-Mateiros,202503,810,595,434,1839,2.888,"63,68%","28,05%"
171280,To-Maurilandia do Tocantins,202503,1340,753,576,2669,3.171,"84,17%","42,26%"
171320,To-Miracema do Tocantins,202503,3615,3704,3690,11009,18.787,"58,60%","19,24%"
171330,To-Miranorte,202503,3735,2200,2663,8598,13.056,"65,85%","28,61%"
171360,To-Monte do Carmo,202503,2257,1033,1276,4566,5.722,"79,80%","39,44%"
171370,To-Monte Santo do Tocantins,202503,771,570,555,1896,2.500,"75,84%","30,84%"
171380,To-Palmeiras do Tocantins,202503,1996,1045,939,3980,4.897,"81,27%","40,76%"
171395,To-Muricilandia,202503,1332,612,779,2723,3.485,"78,13%","38,22%"
171420,To-Natividade,202503,2672,1535,1587,5794,8.961,"64,66%","29,82%"
171430,To-Nazare,202503,1507,1001,899,3407,4.660,"73,11%","32,34%"
171488,To-Nova Olinda,202503,3477,2059,1893,7429,10.609,"70,03%","32,77%"
171500,To-Nova Rosalandia,202503,794,631,930,2355,3.403,"69,20%","23,33%"
171510,To-Novo Acordo,202503,1704,680,615,2999,4.102,"73,11%","41,54%"
171515,To-Novo Alegre,202503,561,330,386,1277,1.841,"69,36%","30,47%"
171525,To-Novo Jardim,202503,1096,422,469,1987,2.263,"87,80%","48,43%"
171550,To-Oliveira de Fatima,202503,328,388,275,991,1.211,"81,83%","27,09%"
171570,To-Palmeirante,202503,1647,1143,960,3750,4.909,"76,39%","33,55%"
171575,To-Palmeiropolis,202503,1872,1115,1266,4253,7.119,"59,74%","26,30%"
171610,To-Paraiso do Tocantins,202503,4011,8422,5660,18093,55.164,"32,80%","7,27%"
171620,To-Parana,202503,4975,1560,1583,8118,10.854,"74,79%","45,84%"
171630,To-Pau D Arco,202503,1479,752,886,3117,4.085,"76,30%","36,21%"
171650,To-Pedro Afonso,202503,2868,2598,2387,7853,14.731,"53,31%","19,47%"
171660,To-Peixe,202503,2920,1292,1921,6133,9.438,"64,98%","30,94%"
171665,To-Pequizeiro,202503,1448,1186,1036,3670,5.038,"72,85%","28,74%"
171670,To-Colmeia,202503,2509,1338,1518,5365,9.158,"58,58%","27,40%"
171700,To-Pindorama do Tocantins,202503,1554,862,926,3342,4.596,"72,72%","33,81%"
171720,To-Piraque,202503,928,454,603,1985,2.265,"87,64%","40,97%"
171750,To-Pium,202503,1534,1561,1226,4321,7.375,"58,59%","20,80%"
171780,To-Ponte Alta do Bom Jesus,202503,1415,843,1023,3281,4.295,"76,39%","32,95%"
171790,To-Ponte Alta do Tocantins,202503,2071,1336,1058,4465,7.842,"56,94%","26,41%"
171800,To-Porto Alegre do Tocantins,202503,965,446,624,2035,2.953,"68,91%","32,68%"
171820,To-Porto Nacional,202503,11310,13123,10261,34694,68.555,"50,61%","16,50%"
171830,To-Praia Norte,202503,2839,1303,990,5132,9.460,"54,25%","30,01%"
171840,To-Presidente Kennedy,202503,755,596,728,2079,3.051,"68,14%","24,75%"
171845,To-Pugmil,202503,849,408,538,1795,2.231,"80,46%","38,05%"
171850,To-Recursolandia,202503,2300,452,490,3242,3.471,"93,40%","66,26%"
171855,To-Riachinho,202503,1325,1000,873,3198,4.039,"79,18%","32,81%"
171865,To-Rio da Conceicao,202503,680,455,435,1570,1.822,"86,17%","37,32%"
171870,To-Rio dos Bois,202503,961,630,710,2301,2.833,"81,22%","33,92%"
171875,To-Rio Sono,202503,2452,954,793,4199,4.798,"87,52%","51,10%"
171880,To-Sampaio,202503,2696,783,775,4254,4.372,"97,30%","61,67%"
171884,To-Sandolandia,202503,1682,631,828,3141,3.873,"81,10%","43,43%"
171886,To-Santa Fe do Araguaia,202503,1658,1446,1149,4253,7.489,"56,79%","22,14%"
171888,To-Santa Maria do Tocantins,202503,680,494,538,1712,2.726,"62,80%","24,94%"
171889,To-Santa Rita do Tocantins,202503,459,420,548,1427,2.291,"62,29%","20,03%"
171890,To-Santa Rosa do Tocantins,202503,1670,1012,1172,3854,4.789,"80,48%","34,87%"
171900,To-Santa Tereza do Tocantins,202503,950,604,559,2113,2.889,"73,14%","32,88%"
172000,To-Santa Terezinha do Tocantins,202503,533,727,519,1779,2.463,"72,23%","21,64%"
172010,To-Sao Bento do Tocantins,202503,2660,999,1057,4716,5.936,"79,45%","44,81%"
172015,To-Sao Felix do Tocantins,202503,514,528,331,1373,1.875,"73,23%","27,41%"
172020,To-Sao Miguel do Tocantins,202503,5139,2310,1473,8922,13.939,"64,01%","36,87%"
172025,To-Sao Salvador do Tocantins,202503,906,509,679,2094,2.385,"87,80%","37,99%"
172030,To-Sao Sebastiao do Tocantins,202503,1824,1086,969,3879,4.189,"92,60%","43,54%"
172049,To-Sao Valerio da Natividade,202503,1600,771,880,3251,4.547,"71,50%","35,19%"
172065,To-Silvanopolis,202503,1782,1151,988,3921,5.252,"74,66%","33,93%"
172080,To-Sitio Novo do Tocantins,202503,3678,1713,1598,6989,11.334,"61,66%","32,45%"
172085,To-Sucupira,202503,282,411,568,1261,1.599,"78,86%","17,64%"
172090,To-Taguatinga,202503,6354,1810,2221,10385,14.247,"72,89%","44,60%"
172093,To-Taipas do Tocantins,202503,572,475,373,1420,2.086,"68,07%","27,42%"
172097,To-Talisma,202503,521,497,710,1728,2.509,"68,87%","20,77%"
172100,To-Palmas,202503,56666,40915,44370,141951,323.625,"43,86%","17,51%"
172110,To-Tocantinia,202503,3986,1521,912,6419,7.751,"82,82%","51,43%"
172120,To-Tocantinopolis,202503,7305,4604,3731,15640,23.203,"67,41%","31,48%"
172125,To-Tupirama,202503,422,376,416,1214,2.003,"60,61%","21,07%"
172130,To-Tupiratins,202503,381,511,455,1347,1.897,"71,01%","20,08%"
172208,To-Wanderlandia,202503,3476,1441,1648,6565,10.751,"61,06%","32,33%"
172210,To-Xambioa,202503,4180,1143,1624,6947,10.683,"65,03%","39,13%"
210005,Ma-Acailandia,202503,28262,16227,16432,60921,110.506,"55,13%","25,58%"
210010,Ma-Afonso Cunha,202503,5462,647,363,6472,6.296,"102,80%","86,75%"
210015,Ma-Agua Doce do Maranhao,202503,7149,1561,1091,9801,12.446,"78,75%","57,44%"
210020,Ma-Alcantara,202503,12819,1988,2374,17181,18.774,"91,51%","68,28%"
210030,Ma-Aldeias Altas,202503,11161,3285,1491,15937,23.782,"67,01%","46,93%"
210040,Ma-Altamira do Maranhao,202503,4193,426,554,5173,6.565,"78,80%","63,87%"
210043,Ma-Alto Alegre do Maranhao,202503,11199,3274,2079,16552,24.543,"67,44%","45,63%"
210047,Ma-Alto Alegre do Pindare,202503,14459,3903,3177,21539,26.411,"81,55%","54,75%"
210050,Ma-Alto Parnaiba,202503,4985,1496,1339,7820,11.382,"68,70%","43,80%"
210055,Ma-Amapa do Maranhao,202503,4648,951,841,6440,7.364,"87,45%","63,12%"
210060,Ma-Amarante do Maranhao,202503,20170,5536,2645,28351,38.333,"73,96%","52,62%"
210070,Ma-Anajatuba,202503,14660,1965,1365,17990,26.221,"68,61%","55,91%"
210080,Ma-Anapurus,202503,11489,1578,724,13791,14.111,"97,73%","81,42%"
210083,Ma-Apicum-Acu,202503,12502,1381,1295,15178,17.984,"84,40%","69,52%"
210087,Ma-Araguana,202503,5800,1037,661,7498,11.347,"66,08%","51,11%"
210090,Ma-Araioses,202503,21877,4322,2479,28678,40.278,"71,20%","54,32%"
210095,Ma-Arame,202503,16086,4091,1840,22017,26.191,"84,06%","61,42%"
210100,Ma-Arari,202503,12769,3956,2994,19719,30.521,"64,61%","41,84%"
210110,Ma-Axixa,202503,7143,960,651,8754,12.079,"72,47%","59,14%"
210120,Ma-Bacabal,202503,46110,12496,11425,70031,107.620,"65,07%","42,85%"
210125,Ma-Bacabeira,202503,9031,2080,1544,12655,17.414,"72,67%","51,86%"
210130,Ma-Bacuri,202503,8175,1237,1382,10794,16.610,"64,98%","49,22%"
210135,Ma-Bacurituba,202503,3285,441,780,4506,5.374,"83,85%","61,13%"
210140,Ma-Balsas,202503,30829,17429,14603,62861,106.094,"59,25%","29,06%"
210150,Ma-Barao de Grajau,202503,8285,1805,1606,11696,19.458,"60,11%","42,58%"
210160,Ma-Barra do Corda,202503,38193,10995,9639,58827,87.672,"67,10%","43,56%"
210170,Ma-Barreirinhas,202503,37758,10109,5195,53062,67.999,"78,03%","55,53%"
210173,Ma-Belagua,202503,7089,981,453,8523,8.716,"97,79%","81,33%"
210177,Ma-Bela Vista do Maranhao,202503,6849,1262,954,9065,12.073,"75,08%","56,73%"
210180,Ma-Benedito Leite,202503,3061,492,462,4015,5.597,"71,73%","54,69%"
210190,Ma-Bequimao,202503,10230,2261,2181,14672,19.983,"73,42%","51,19%"
210193,Ma-Bernardo do Mearim,202503,2483,807,556,3846,5.983,"64,28%","41,50%"
210197,Ma-Boa Vista do Gurupi,202503,4876,941,571,6388,7.769,"82,22%","62,76%"
210200,Ma-Bom Jardim,202503,18043,4490,2600,25133,34.035,"73,84%","53,01%"
210203,Ma-Bom Jesus das Selvas,202503,13913,4169,2713,20795,29.588,"70,28%","47,02%"
210207,Ma-Bom Lugar,202503,6446,1537,1213,9196,12.414,"74,08%","51,93%"
210210,Ma-Brejo,202503,18081,3830,1961,23872,35.322,"67,58%","51,19%"
210215,Ma-Brejo de Areia,202503,6342,876,697,7915,9.387,"84,32%","67,56%"
210220,Ma-Buriti,202503,19277,2992,1207,23476,30.799,"76,22%","62,59%"
210230,Ma-Buriti Bravo,202503,13961,1547,1961,17469,22.940,"76,15%","60,86%"
210232,Ma-Buriticupu,202503,25227,7351,5442,38020,56.896,"66,82%","44,34%"
210235,Ma-Buritirana,202503,6861,1695,1326,9882,13.157,"75,11%","52,15%"
210237,Ma-Cachoeira Grande,202503,8729,757,1208,10694,10.004,"106,90%","87,26%"
210240,Ma-Cajapio,202503,5817,1120,919,7856,10.342,"75,96%","56,25%"
210250,Ma-Cajari,202503,14181,1793,1346,17320,16.711,"103,64%","84,86%"
210255,Ma-Campestre do Maranhao,202503,4477,2157,1798,8432,12.553,"67,17%","35,66%"
210260,Ma-Candido Mendes,202503,12261,2194,1783,16238,20.413,"79,55%","60,06%"
210270,Ma-Cantanhede,202503,9048,2206,1488,12742,24.976,"51,02%","36,23%"
210275,Ma-Capinzal do Norte,202503,5960,1288,925,8173,11.664,"70,07%","51,10%"
210280,Ma-Carolina,202503,9876,3073,2613,15562,24.606,"63,24%","40,14%"
210290,Ma-Carutapera,202503,17075,1763,1773,20611,24.855,"82,92%","68,70%"
210300,Ma-Caxias,202503,43783,29021,14827,87631,163.428,"53,62%","26,79%"
210310,Ma-Cedral,202503,6135,770,870,7775,10.444,"74,44%","58,74%"
210312,Ma-Central do Maranhao,202503,5938,511,717,7166,7.233,"99,07%","82,10%"
210315,Ma-Centro do Guilherme,202503,8431,640,614,9685,12.668,"76,45%","66,55%"
210317,Ma-Centro Novo do Maranhao,202503,11160,1589,789,13538,16.529,"81,90%","67,52%"
210320,Ma-Chapadinha,202503,51625,6104,4671,62400,84.202,"74,11%","61,31%"
210325,Ma-Cidelandia,202503,7499,1496,1547,10542,13.152,"80,16%","57,02%"
210330,Ma-Codo,202503,52922,11168,11011,75101,118.295,"63,49%","44,74%"
210340,Ma-Coelho Neto,202503,23001,4648,3191,30840,42.918,"71,86%","53,59%"
210350,Ma-Colinas,202503,20687,3391,2554,26632,41.745,"63,80%","49,56%"
210355,Ma-Conceicao do Lago-Acu,202503,8904,2013,1152,12069,15.264,"79,07%","58,33%"
210360,Ma-Coroata,202503,26789,9949,5875,42613,61.351,"69,46%","43,67%"
210370,Ma-Cururupu,202503,19861,1940,4295,26096,32.608,"80,03%","60,91%"
210375,Ma-Davinopolis,202503,4360,2797,2340,9497,14.788,"64,22%","29,48%"
210380,Ma-Dom Pedro,202503,10747,2189,1817,14753,23.579,"62,57%","45,58%"
210390,Ma-Duque Bacelar,202503,8373,885,571,9829,10.448,"94,08%","80,14%"
210400,Ma-Esperantinopolis,202503,9785,2129,1442,13356,18.725,"71,33%","52,26%"
210405,Ma-Estreito,202503,10935,5429,3580,19944,34.353,"58,06%","31,83%"
210407,Ma-Feira Nova do Maranhao,202503,4209,1370,1002,6581,8.236,"79,91%","51,10%"
210408,Ma-Fernando Falcao,202503,8311,1538,657,10506,11.184,"93,94%","74,31%"
210409,Ma-Formosa da Serra Negra,202503,9482,2711,1529,13722,18.133,"75,67%","52,29%"
210410,Ma-Fortaleza dos Nogueiras,202503,6875,1880,2015,10770,12.951,"83,16%","53,08%"
210420,Ma-Fortuna,202503,9556,1860,1473,12889,17.346,"74,31%","55,09%"
210430,Ma-Godofredo Viana,202503,5392,805,755,6952,10.422,"66,71%","51,74%"
210440,Ma-Goncalves Dias,202503,9225,1314,1223,11762,17.579,"66,91%","52,48%"
210450,Ma-Governador Archer,202503,4821,1104,784,6709,10.472,"64,07%","46,04%"
210455,Ma-Governador Edison Lobao,202503,6601,3632,2551,12784,18.908,"67,61%","34,91%"
210460,Ma-Governador Eugenio Barros,202503,6487,1920,1243,9650,14.258,"67,68%","45,50%"
210462,Ma-Governador Luiz Rocha,202503,3576,953,819,5348,7.219,"74,08%","49,54%"
210465,Ma-Governador Newton Bello,202503,6017,1053,767,7837,10.981,"71,37%","54,79%"
210467,Ma-Governador Nunes Freire,202503,12666,2978,1979,17623,23.563,"74,79%","53,75%"
210470,Ma-Graca Aranha,202503,3351,887,954,5192,6.161,"84,27%","54,39%"
210480,Ma-Grajau,202503,37800,9640,6126,53566,76.578,"69,95%","49,36%"
210490,Ma-Guimaraes,202503,5646,1177,1257,8080,10.470,"77,17%","53,93%"
210500,Ma-Humberto de Campos,202503,18708,4053,1667,24428,26.546,"92,02%","70,47%"
210510,Ma-Icatu,202503,16965,2459,1535,20959,25.332,"82,74%","66,97%"
210515,Ma-Igarape do Meio,202503,8092,1775,1247,11114,14.350,"77,45%","56,39%"
210520,Ma-Igarape Grande,202503,5277,1730,996,8003,10.463,"76,49%","50,43%"
210530,Ma-Imperatriz,202503,73266,34651,34077,141994,285.146,"49,80%","25,69%"
210535,Ma-Itaipava do Grajau,202503,9852,1298,979,12129,14.143,"85,76%","69,66%"
210540,Ma-Itapecuru Mirim,202503,26735,10737,7039,44511,62.269,"71,48%","42,93%"
210542,Ma-Itinga do Maranhao,202503,11066,2301,3133,16500,22.934,"71,95%","48,25%"
210545,Ma-Jatoba,202503,4944,1091,800,6835,7.610,"89,82%","64,97%"
210547,Ma-Jenipapo dos Vieiras,202503,10472,2051,1206,13729,17.499,"78,46%","59,84%"
210550,Ma-Joao Lisboa,202503,10813,4286,3285,18384,25.287,"72,70%","42,76%"
210560,Ma-Joselandia,202503,8443,2292,1368,12103,15.235,"79,44%","55,42%"
210565,Ma-Junco do Maranhao,202503,2782,901,678,4361,5.275,"82,67%","52,74%"
210570,Ma-Lago da Pedra,202503,24007,4058,2951,31016,45.875,"67,61%","52,33%"
210580,Ma-Lago do Junco,202503,5245,952,1173,7370,9.700,"75,98%","54,07%"
210590,Ma-Lago Verde,202503,8510,2146,1444,12100,15.077,"80,25%","56,44%"
210592,Ma-Lagoa do Mato,202503,6243,954,611,7808,10.809,"72,24%","57,76%"
210594,Ma-Lago dos Rodrigues,202503,4587,1309,1122,7018,8.961,"78,32%","51,19%"
210596,Ma-Lagoa Grande do Maranhao,202503,7860,1635,1249,10744,11.710,"91,75%","67,12%"
210598,Ma-Lajeado Novo,202503,4342,678,518,5538,7.227,"76,63%","60,08%"
210600,Ma-Lima Campos,202503,5292,2113,1561,8966,11.558,"77,57%","45,79%"
210610,Ma-Loreto,202503,5432,1688,1269,8389,11.876,"70,64%","45,74%"
210620,Ma-Luis Domingues,202503,5713,738,908,7359,7.351,"100,11%","77,72%"
210630,Ma-Magalhaes de Almeida,202503,6831,2148,1213,10192,14.001,"72,79%","48,79%"
210632,Ma-Maracacume,202503,12560,2035,1538,16133,21.686,"74,39%","57,92%"
210635,Ma-Maraja do Sena,202503,4789,738,393,5920,7.165,"82,62%","66,84%"
210637,Ma-Maranhaozinho,202503,7087,1112,1186,9385,14.086,"66,63%","50,31%"
210640,Ma-Mata Roma,202503,11670,1980,837,14487,17.537,"82,61%","66,55%"
210650,Ma-Matinha,202503,15426,2498,1693,19617,22.530,"87,07%","68,47%"
210660,Ma-Matoes,202503,17563,3349,2441,23353,33.300,"70,13%","52,74%"
210663,Ma-Matoes do Norte,202503,5489,1169,941,7599,17.945,"42,35%","30,59%"
210667,Ma-Milagres do Maranhao,202503,4722,924,552,6198,9.048,"68,50%","52,19%"
210670,Ma-Mirador,202503,13516,2174,1710,17400,21.518,"80,86%","62,81%"
210675,Ma-Miranda do Norte,202503,10365,2002,1905,14272,24.377,"58,55%","42,52%"
210680,Ma-Mirinzal,202503,9499,825,1209,11533,14.297,"80,67%","66,44%"
210690,Ma-Moncao,202503,17528,2754,2598,22880,28.606,"79,98%","61,27%"
210700,Ma-Montes Altos,202503,5037,1338,1236,7611,9.309,"81,76%","54,11%"
210710,Ma-Morros,202503,12483,2098,1190,15771,18.994,"83,03%","65,72%"
210720,Ma-Nina Rodrigues,202503,7702,1244,918,9864,14.551,"67,79%","52,93%"
210725,Ma-Nova Colinas,202503,2431,861,763,4055,5.144,"78,83%","47,26%"
210730,Ma-Nova Iorque,202503,2632,372,501,3505,4.412,"79,44%","59,66%"
210735,Ma-Nova Olinda do Maranhao,202503,9605,1523,1386,12514,14.468,"86,49%","66,39%"
210740,Ma-Olho D Agua das Cunhas,202503,9843,2011,1649,13503,18.295,"73,81%","53,80%"
210745,Ma-Olinda Nova do Maranhao,202503,8477,1474,1156,11107,13.909,"79,85%","60,95%"
210750,Ma-Paco do Lumiar,202503,44263,19747,12668,76678,152.306,"50,34%","29,06%"
210760,Ma-Palmeirandia,202503,13524,1204,1461,16189,21.606,"74,93%","62,59%"
210770,Ma-Paraibano,202503,11257,1842,1853,14952,18.619,"80,31%","60,46%"
210780,Ma-Parnarama,202503,14935,4717,3840,23492,32.256,"72,83%","46,30%"
210790,Ma-Passagem Franca,202503,10397,2088,1503,13988,17.592,"79,51%","59,10%"
210800,Ma-Pastos Bons,202503,9901,1788,1434,13123,19.246,"68,19%","51,44%"
